user_id,Name,Surname,book_id,rating,books_count,isbn,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,image_url,rating_counts,tag_name
65,Derrick,Gonzalez,26,1,350,307277674,9780307277670.0,['Dan Brown'],2003.0,The Da Vinci Code,eng,3.79,1447148,https://images.gr-assets.com/books/1303252999m/968.jpg,"{'ratings_1': 71345, 'ratings_2': 126493, 'ratings_3': 340790, 'ratings_4': 539277, 'ratings_5': 479387}","['to-read', 'travel', 'non-fiction', 'currently-reading', 'nonfiction', 'humor', 'memoir', 'humour', 'favorites', 'owned', 'bill-bryson', 'travel-writing', 'books-i-own', 'memoirs', 'america', 'biography', 'funny', 'book-club', 'essays', 'comedy', 'library', 'usa', 'audiobook', 'default', 'travelogue', 'audiobooks', 'american', 'my-library', 'to-buy', 'americana', 'audio', 'adventure', 'bryson', 'biography-memoir', 'road-trip', 'fiction', 'travel-books', 'kindle', 'history', 'to-read-nonfiction', 'abandoned', 'autobiography', 'english', 'ebook', 'to-read-non-fiction', 'owned-books', 'contemporary', 'ebooks', 'travelogues', 'culture', 'adult', '20th-century', 'travel-adventure', 'united-states', 'travel-lit', 'favourites', 'did-not-finish', 'bookclub', 'home-library', 'audio-books', 'read-in-2010', 'wanderlust', 'travels', 'unfinished', 'non-fic', 'my-books', 'own-it', 'read-in-2011', 'wish-list', 'general-non-fiction', 'memoir-biography', 'humorous', '1980s', 'fun', 'north-america', 'factual', 'viaggi', 'narrativa', 'to-read-travel', 'bio-memoir', 'adult-non-fiction', 'us', 'bill', 'i-own', 'read-in-2015', 'favorite-authors', 'e-book', 'read-in-2013', 'paperback', 'non-fiction-travel', 'read-in-2008', 'writing', 'journalism', 'states', 'united', 'travel-literature', 'read-in-2016', 'read-in-2014', 'books-owned', 'bryson-bill']"
65,Shawn,Mcguire,5,5,1356,743273567,9780743273560.0,['F. Scott Fitzgerald'],1925.0,The Great Gatsby,eng,3.89,2683664,https://images.gr-assets.com/books/1490528560m/4671.jpg,"{'ratings_1': 86236, 'ratings_2': 197621, 'ratings_3': 606158, 'ratings_4': 936012, 'ratings_5': 947718}","['favorites', 'fantasy', 'currently-reading', 'young-adult', 'to-read', 'fiction', 'harry-potter', 'books-i-own', 'owned', 'ya', 'favourites', 'series', 'magic', 'childrens', 're-read', 'adventure', 'owned-books', 'children', 'j-k-rowling', 'children-s', 'childhood', 'all-time-favorites', 'sci-fi-fantasy', 'middle-grade', 'classics', 'reread', 'my-books', 'default', 'audiobook', 'children-s-books', 'favorite-books', '5-stars', 'kids', 'i-own', 'novels', 'favorite', 'audiobooks', 'read-more-than-once', 'fantasy-sci-fi', 'paranormal', 'read-in-2016', 'my-library', 'ya-fantasy', 're-reads', 'english', 'witches', 'urban-fantasy', 'british', 'books', 'teen', 'jk-rowling', 'childrens-books', 'read-in-2015', 'mystery', 'supernatural', 'audio', 'shelfari-favorites', 'my-favorites', 'library', 'faves', 'time-travel', 'harry-potter-series', 'own-it', 'ya-fiction', 'novel', 'read-in-2014', 'juvenile', 'wizards', 'scifi-fantasy', 'kindle', 'young-adult-fiction', 'read-in-2017', 'favorite-series', 'childhood-favorites', 'favourite', 'youth', 'rereads', 'all-time-favourites', 'kids-books', 'children-s-literature', 'children-s-lit', 'favourite-books', 'read-in-english', 'contemporary', 'ebook', 'favs', 'to-buy', 'on-my-shelf', 'childhood-books', 'read-2016', 'to-re-read', '5-star', 'science-fiction-fantasy', 'england', 'read-in-2013', 'my-bookshelf', 'werewolves', 'friendship', 'audio-books', 'bookshelf']"
65,Zachary,Johnson,24,5,332,439139600,9780439139600.0,"['J.K. Rowling', 'Mary GrandPré']",2000.0,Harry Potter and the Goblet of Fire,eng,4.53,1753043,https://images.gr-assets.com/books/1361482611m/6.jpg,"{'ratings_1': 6676, 'ratings_2': 20210, 'ratings_3': 151785, 'ratings_4': 494926, 'ratings_5': 1195045}","['travel', 'non-fiction', 'currently-reading', 'to-read', 'nonfiction', 'humor', 'australia', 'favorites', 'memoir', 'humour', 'owned', 'audiobook', 'audio', 'audiobooks', 'history', 'bill-bryson', 'memoirs', 'books-i-own', 'travel-writing', 'adventure', 'funny', 'book-club', 'biography', 'travelogue', 'default', 'kindle', 'library', 'audio-books', 'comedy', 'travel-adventure', 'audio-book', 'australian', 'adult', 'owned-books', 'favourites', 'wanderlust', 'travel-books', 'nature', 'fiction', 'biography-memoir', 'audible', 'abandoned', 'my-library', 'memoir-biography', 'adventure-travel', 'bryson', 'humorous', 'non-fic', 'culture', 're-read', 'ebook', 'travelogues', 'around-the-world', 'travel-literature', 'i-own', 'to-buy', 'read-in-2014', 'ebooks', 'animals', 'unfinished', 'did-not-finish', 'essays', 'read-in-2016', 'didn-t-finish', 'autobiography', 'wish-list', 'listened-to', 'to-read-nonfiction', 'contemporary', '2000s', 'to-read-non-fiction', 'general-non-fiction', 'bookclub', 'geography', 'oceania', 'english', 'own-it', 'read-in-2015', 'favorite-authors', 'travel-lit', 'all-time-favorites', 'read-in-2017', 'travels', 'adult-nonfiction', 'adult-non-fiction', 'travel-memoir', 'travel-memoirs', 'my-books', 'finished', 'nonfic', 'borrowed', 'gave-up-on', 'e-books', 'bio-memoir', 'misc', 'home-library', 'e-book', 'read-2015', 'recommended', 'non-fiction-travel']"
65,James,Williams,21,5,307,439358078,9780439358070.0,"['J.K. Rowling', 'Mary GrandPré']",2003.0,Harry Potter and the Order of the Phoenix,eng,4.46,1735368,https://images.gr-assets.com/books/1387141547m/2.jpg,"{'ratings_1': 9528, 'ratings_2': 31577, 'ratings_3': 180210, 'ratings_4': 494427, 'ratings_5': 1124806}","['to-read', 'currently-reading', 'history', 'nonfiction', 'favorites', 'non-fiction', 'science', 'owned', 'audiobook', 'humor', 'books-i-own', 'audiobooks', 'to-buy', 'default', 'popular-science', 'physics', 'kindle', 'library', 'audio', 'owned-books', 'favourites', 'historical', 'philosophy', 'to-read-non-fiction', 'reference', 'abandoned', 'humour', 'unfinished', 'ebook', 'audible', 'english', 'biology', 'audio-books', 'my-books', 'to-read-nonfiction', 'wish-list', 'ebooks', 'my-library', 'audio-book', 'travel', 'non-fiction-to-read', 'non-fic', 'nature', 'astronomy', 'on-hold', 'evolution', 'educational', 'adult', 'i-own', 'did-not-finish', 'funny', 'natural-history', 'history-of-science', 'book-club', 'didn-t-finish', 'own-it', 'essays', 'fiction', 'shelfari-favorites', 'general', 'other', 'anthropology', 'popular', 'science-nature', 'geology', 'general-science', 'world-history', 'must-read', 'education', 'american', 'read-in-2014', 'nonfic', '21st-century', 'never-finished', 'bryson', 'pop-science', 'maybe', 'cosmology', 'ciencia', 're-read', 'all-time-favorites', 'nonfiction-to-read', 'chemistry', 'read-in-2016', 'have', 'recommended', 'own-to-read', 'science-history', 'read-in-2015', 'want', 'couldn-t-finish', 'owned-to-read', 'non-fiction-science', 'favorite', 'bookshelf', '2000s', 'gave-up-on', 'learning', 'space', 'scientific']"
65,Melissa,Meza,27,5,275,439785960,9780439785970.0,"['J.K. Rowling', 'Mary GrandPré']",2005.0,Harry Potter and the Half-Blood Prince,eng,4.54,1678823,https://images.gr-assets.com/books/1361039191m/1.jpg,"{'ratings_1': 7308, 'ratings_2': 21516, 'ratings_3': 136333, 'ratings_4': 459028, 'ratings_5': 1161491}","['to-read', 'travel', 'non-fiction', 'currently-reading', 'nonfiction', 'humor', 'memoir', 'humour', 'favorites', 'europe', 'owned', 'bill-bryson', 'travel-writing', 'books-i-own', 'biography', 'memoirs', 'funny', 'audiobook', 'kindle', 'comedy', 'travelogue', 'library', 'default', 'essays', 'travel-books', 'history', 'to-buy', 'audio', 'audiobooks', 'wanderlust', 'adventure', 'owned-books', 'adult', 'bryson', 'travelogues', 'biography-memoir', 'travel-literature', 'favourites', 'ebook', 'ebooks', 'travel-adventure', 'my-library', 'american', 'autobiography', 'fiction', 'my-books', 'english', 'audio-book', 'abandoned', 'memoir-biography', 'i-own', 'read-in-2016', '20th-century', 'book-club', 'france', 'travel-memoir', 'contemporary', 'travels', 'did-not-finish', 'read-in-2014', 'audio-books', 'to-read-non-fiction', 'travel-lit', 'home-library', 'read-in-2011', 'audible', 'traveling', 'paperback', 'humorous', 'culture', 'own-it', 'read-in-2015', 'shelfari-favorites', 'read-in-2012', 'to-read-nonfiction', 'bio-memoir', '1990s', 'non-fic', 'essay', 'other', 'have', 'read-2015', 'travelling', 'to-read-travel', 'biographical', 'dnf', 'fun', 'non-fiction-travel', 'travel-and-adventure', 'belgium', 'viaggi', 'read-in-english', 'shelfari-wishlist', 'e-book', 'read-in-2013', 'germany', 'biography-autobiography', 'geography', 'viaggio', 'travel-europe']"
66,Maureen,Hicks,4894,5,53,1577312295,9781577312290.0,['Shakti Gawain'],1978.0,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,eng,4.13,17811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 299, 'ratings_2': 797, 'ratings_3': 3397, 'ratings_4': 5721, 'ratings_5': 8237}","['to-read', 'currently-reading', 'non-fiction', 'business', 'self-help', 'nonfiction', 'favorites', 'psychology', 'leadership', 'self-improvement', 'management', 'owned', 'personal-development', 'philosophy', 'books-i-own', 'inspirational', 'motivational', 'self-development', 'default', 'rory-gilmore-reading-challenge', 'fiction', 'work', 'owned-books', 'personal-growth', 'professional', 'rory-gilmore-challenge', 'business-books', 'my-library', 'to-buy', 'library', 'career', 'english', 'rory-gilmore', 'تنمية-بشرية', 'change', 'gilmore-girls', 'my-books', 'adult', 'rory-gilmore-reading-list', 'audiobook', 'pdf', 'motivation', 'professional-development', 'change-management', 'reference', 'borrowed', 'english-books', 'audiobooks', 'i-own', 'inspiration', 'shelfari-favorites', 'finished', 'business-management', 'تطوير-الذات', 'productivity', 'selfhelp', 'work-related', 'ebook', 'self', 'misc', 'classics', 'development', 'other', 'audio-books', 'life', 'education', 'gilmore-girls-reading-list', 'audio', 'recommended', 'success', 'who-moved-my-cheese', 'own-it', 'e-books', 'business-leadership', 'روانشناسی', 'spencer-johnson', 'kindle', 'gilmore', 'improvement', 'educational', '1', 'ebooks', 'e-book', 'book-club', 'entrepreneurship', 'others', 'non-fic', 'read-in-2016', 're-read', 'books', 'my-bookshelf', 'short-stories', 'humor', 'favourite', 'read-in-2014', 'done', 'rory-gilmore-book-challenge', 'personal', 'life-lessons', 'read-2016']"
66,Deborah,Nichols,1624,2,187,811201880,9780811201890.0,"['Jean-Paul Sartre', 'Lloyd Alexander', 'Hayden Carruth']",1938.0,La Nausée,eng,3.91,50876,https://images.gr-assets.com/books/1377674928m/298275.jpg,"{'ratings_1': 1414, 'ratings_2': 3923, 'ratings_3': 13419, 'ratings_4': 22059, 'ratings_5': 20095}","['to-read', 'currently-reading', 'non-fiction', 'memoir', 'biography', 'africa', 'nonfiction', 'favorites', 'travel', 'book-club', 'adventure', 'history', 'memoirs', 'autobiography', 'biography-memoir', 'aviation', 'kindle', 'kenya', 'classics', 'biographies', 'owned', 'memoir-biography', 'bookclub', 'audiobook', 'audio', 'women', 'books-i-own', 'book-group', 'fiction', 'library', 'audiobooks', 'historical', 'bio-memoir', 'biography-autobiography', 'ebook', '20th-century', 'autobiography-memoir', 'to-read-non-fiction', 'abandoned', 'all-time-favorites', 'favorite-books', 'to-buy', 'wish-list', 'bio', 'did-not-finish', 'audible', 'to-read-nonfiction', 'biography-and-memoir', 'default', 'read-in-2016', 'literature', 'adult', 'travel-adventure', 'memoir-autobiography', 'didn-t-finish', 'book-club-books', 'historical-fiction', 'audio-book', 'memoir-bio', 'biographies-memoirs', 'flying', 're-read', 'favorite', 'british', 'read-2016', 'library-book', 'recommended', 'african', 'english', 'shelfari-favorites', 'classic', 'ebooks', 'audio-books', 'feminism', 'autobiographies', 'female-authors', 'cultural-africa', 'memoirs-biographies', 'beryl-markham', 'owned-books', 'i-own', 'own-it', 'kindle-books', 'never-finished', 'exploration', 'women-writers', 'women-authors', '1920s', 'horses', 'auto-biography-memoir', 'my-books', 'my-favorites', 'read-in-2015', 'wanderlust', 'nature', 'book-club-reads', 'strong-women', 'girl-power', 'own-kindle', 'colonialism']"
66,Daniel,Chan,5198,3,133,553383833,9780553383840.0,"['Isabel Allende', 'Margaret Sayers Peden']",1984.0,De amor y de sombra,eng,3.96,15919,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 178, 'ratings_2': 855, 'ratings_3': 4506, 'ratings_4': 7900, 'ratings_5': 6013}","['to-read', 'currently-reading', 'fiction', 'favorites', 'books-i-own', 'african-american', 'owned', 'classics', 'oprah-s-book-club', 'literature', 'oprah', 'novels', 'literary-fiction', 'default', 'contemporary', 'feminism', 'toni-morrison', 'owned-books', 'american', 'historical-fiction', 'oprah-book-club', 'oprahs-book-club', 'library', 'contemporary-fiction', 'general-fiction', 'adult-fiction', 'my-library', 'african-american-lit', 'adult', 'novel', 'american-lit', 'own-it', 'my-books', 'race', 'to-buy', 'american-literature', 'usa', 'home-library', 'literary', 'school', 'book-club', 'nobel', 'morrison', 'series', 'nobel-prize', 'women', 'feminist', 'personal-library', 'african-american-literature', '20th-century', 're-read', 'on-my-shelf', 'historical', 'unfinished', 'nobel-laureates', 'own-to-read', 'obc', 'african-american-fiction', 'oklahoma', 'i-own', 'drama', 'classic', 'ebooks', 'for-school', 'poc', 'black-authors', 'female-authors', 'favourites', 'kindle', 'wish-list', 'owned-to-read', 'cultural', 'oprah-books', 'female-author', 'i-own-it', 'my-collection', 'tbr', 'black-lit', 'bookclub', 'college', 'women-writers', 'fantasy', 'have', 'america', 'favorite-authors', 'history', 'abandoned', 'nobel-prize-winners', 'racism', 'black', 'did-not-finish', 'dnf', 'collection', 'in-my-library', 'african', 'orange-prize', 'toni', 'for-class', 'poc-author', '2018']"
66,Janet,Jackson,24,2,332,439139600,9780439139600.0,"['J.K. Rowling', 'Mary GrandPré']",2000.0,Harry Potter and the Goblet of Fire,eng,4.53,1753043,https://images.gr-assets.com/books/1361482611m/6.jpg,"{'ratings_1': 6676, 'ratings_2': 20210, 'ratings_3': 151785, 'ratings_4': 494926, 'ratings_5': 1195045}","['travel', 'non-fiction', 'currently-reading', 'to-read', 'nonfiction', 'humor', 'australia', 'favorites', 'memoir', 'humour', 'owned', 'audiobook', 'audio', 'audiobooks', 'history', 'bill-bryson', 'memoirs', 'books-i-own', 'travel-writing', 'adventure', 'funny', 'book-club', 'biography', 'travelogue', 'default', 'kindle', 'library', 'audio-books', 'comedy', 'travel-adventure', 'audio-book', 'australian', 'adult', 'owned-books', 'favourites', 'wanderlust', 'travel-books', 'nature', 'fiction', 'biography-memoir', 'audible', 'abandoned', 'my-library', 'memoir-biography', 'adventure-travel', 'bryson', 'humorous', 'non-fic', 'culture', 're-read', 'ebook', 'travelogues', 'around-the-world', 'travel-literature', 'i-own', 'to-buy', 'read-in-2014', 'ebooks', 'animals', 'unfinished', 'did-not-finish', 'essays', 'read-in-2016', 'didn-t-finish', 'autobiography', 'wish-list', 'listened-to', 'to-read-nonfiction', 'contemporary', '2000s', 'to-read-non-fiction', 'general-non-fiction', 'bookclub', 'geography', 'oceania', 'english', 'own-it', 'read-in-2015', 'favorite-authors', 'travel-lit', 'all-time-favorites', 'read-in-2017', 'travels', 'adult-nonfiction', 'adult-non-fiction', 'travel-memoir', 'travel-memoirs', 'my-books', 'finished', 'nonfic', 'borrowed', 'gave-up-on', 'e-books', 'bio-memoir', 'misc', 'home-library', 'e-book', 'read-2015', 'recommended', 'non-fiction-travel']"
66,Carla,Maldonado,10,3,3455,679783261,9780679783270.0,['Jane Austen'],1813.0,Pride and Prejudice,eng,4.24,2035490,https://images.gr-assets.com/books/1320399351m/1885.jpg,"{'ratings_1': 54700, 'ratings_2': 86485, 'ratings_3': 284852, 'ratings_4': 609755, 'ratings_5': 1155673}","['to-read', 'favorites', 'fantasy', 'currently-reading', 'fiction', 'harry-potter', 'young-adult', 'magic', 'ya', 'series', 'childrens', 'books-i-own', 'adventure', 'children', 'shelfari-favorites', 'favourites', 'owned-books', 'fantasy-sci-fi', 're-read', 'j-k-rowling', 'classics', 'jk-rowling', 'my-favorites', 'harrypotter', 'owned', 'children-s', 'all-time-favorites', 'children-s-books', 'witches', 'wizards', 'favs', 'my-books', 'favorite-books', 'favorite', 'sci-fi-fantasy', 'childhood', 'kids', 'teen', 'english', 'childhood-favorites', 'fantasy-fiction', 'read-again', 'love', 'paranormal', 'faves', 'favourite', '5-star', 'children-s-literature', 'loved', 'young-adult-lit', 'harry', '5-stars', 'novels', 'urban-fantasy', 'harry-potter-series', 'childrens-books', 'novel', 'favorite-series', 'juvenile', 'youth', 'shelfari-wishlist', 'fantasy-and-sci-fi', 'not-interested', 'other', 'friendship', 'awesome', 'youngadult', 'dragons', 'i-own', 'audiobook', 'audiobooks', 'read-more-than-once', 'ya-fantasy', 'british', 'books', 'mystery', 'ya-fiction', 'young-adult-fiction', 'to-buy', 'to-re-read', 'all-time-favourites', 'contemporary', 'childhood-books', 'potter', 'have', 'home-library', 'fantasy-read', 'young-adult-books', 'part-of-a-series', 'epic-fantasy', 'children-s-fiction', 'amazing', 'absolute-favorites', 'teen-books', 'just-for-fun', 'action-adventure', 'box-sets', 'loved-it', 'done', 'fav-books']"
66,Stephanie,Lopez,2,2,491,439554934,9780439554930.0,"['J.K. Rowling', 'Mary GrandPré']",1997.0,Harry Potter and the Philosopher's Stone,eng,4.44,4602479,https://images.gr-assets.com/books/1474154022m/3.jpg,"{'ratings_1': 75504, 'ratings_2': 101676, 'ratings_3': 455024, 'ratings_4': 1156318, 'ratings_5': 3011543}","['to-read', 'currently-reading', 'fantasy', 'favorites', 'children', 'children-s', 'all-time-favorites', 'default', 'fiction', 'young-adult', 'audiobook', 'books-i-own', 'novels', 'kids', 'owned', 'fantasy-sci-fi', 'harry-potter', 'favorite', 'paranormal', 'my-library', 'ya-fantasy', 'teen', 'witches', 'urban-fantasy', 'british', 'jk-rowling', 're-reads', 'supernatural', 'ya-fiction', 'childrens-books', 'own-it', 'ya', 'mystery', 'harry-potter-series', 'my-favorites', 'library', 'novel', 'audio', 'young-adult-fiction', 'wizards', 'faves', 'scifi-fantasy', 'kindle', 'favourites', 'youth', 'favorite-series', 'shelfari-favorites', 'juvenile', 'favourite', 'read-in-2014', 'childhood-favorites', 'kids-books', 'read-in-2017', 'owned-books', 'coming-of-age', 'science-fiction-fantasy', 'all-time-favourites', 'children-s-literature', 're-read', 'england', 'children-s-lit', 'childhood-books', 'potter', 'fantasy-scifi', '5-star', 'magic', 'favs', 'hp', 'classic', '2003', 'magical', 'boarding-school', 'have', 'audio-books', 'action', 'movie', 'romance', 'british-literature', 'read-in-2013', 'fantasy-fiction', 'rowling', 'read-in-2011', 'read-multiple-times', 'juvenile-fiction', 'finished', 'young-adult-fantasy', 'read-again', 'ya-books', 'borrowed', 'sci-fi', 'fiction-fantasy', 'childrens-lit', 'audiobooks', 'female-author', 'fantasia', 'children-young-adult', 'books-i-have', 'mine', 'ya-lit', 'middle-school']"
66,Jessica,Landry,629,2,229,61124265,9780061124270.0,"['Paulo Coelho', 'Margaret Jull Costa']",1998.0,Veronika decide morrer,eng,3.69,111856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 5217, 'ratings_2': 12725, 'ratings_3': 35174, 'ratings_4': 43885, 'ratings_5': 35190}","['to-read', 'currently-reading', 'philosophy', 'fiction', 'non-fiction', 'favorites', 'classics', 'nonfiction', 'owned', 'spirituality', 'travel', 'abandoned', 'books-i-own', 'psychology', 'memoir', 'literature', 'spiritual', 'religion', 'buddhism', 'unfinished', 'default', 'zen', 'self-help', 'novels', 'classic', 'biography', 'owned-books', 'library', 'to-buy', 'kindle', 'american', 'book-club', 'my-library', 'did-not-finish', 'self-improvement', 'didn-t-finish', 'philosophical', 'audiobook', 'ebook', 'novel', 'life', 'never-finished', 'favourites', 're-read', 'philosophy-religion', 'on-hold', 'gave-up-on', 'american-literature', 'contemporary', 'adventure', '20th-century', 'to-re-read', 'religion-philosophy', 'couldn-t-finish', 'dnf', 'audiobooks', 'partially-read', 'my-books', 'wish-list', 'ebooks', 'inspirational', 'adult', 'memoirs', 'essays', 'own-it', 'audio', 'personal-development', 'i-own', 'audible', 'business', 'autobiography', 'stopped-reading', 'biography-memoir', 'other', 'general-fiction', 'gave-up', 'self', 'all-time-favorites', 'recommended', 'to-read-again', 'religion-spirituality', 'english', 'school', 'general', 'to-reread', 'could-not-finish', 'family', 'modern-classics', 'relationships', 'life-changing', 'motorcycles', 'shelfari-favorites', 'home-library', '1970s', 'eastern', 'values', 'pirsig', 'literary-fiction', 'usa', 'to-read-nonfiction']"
68,Sean,Young,10,2,3455,679783261,9780679783270.0,['Jane Austen'],1813.0,Pride and Prejudice,eng,4.24,2035490,https://images.gr-assets.com/books/1320399351m/1885.jpg,"{'ratings_1': 54700, 'ratings_2': 86485, 'ratings_3': 284852, 'ratings_4': 609755, 'ratings_5': 1155673}","['to-read', 'favorites', 'fantasy', 'currently-reading', 'fiction', 'harry-potter', 'young-adult', 'magic', 'ya', 'series', 'childrens', 'books-i-own', 'adventure', 'children', 'shelfari-favorites', 'favourites', 'owned-books', 'fantasy-sci-fi', 're-read', 'j-k-rowling', 'classics', 'jk-rowling', 'my-favorites', 'harrypotter', 'owned', 'children-s', 'all-time-favorites', 'children-s-books', 'witches', 'wizards', 'favs', 'my-books', 'favorite-books', 'favorite', 'sci-fi-fantasy', 'childhood', 'kids', 'teen', 'english', 'childhood-favorites', 'fantasy-fiction', 'read-again', 'love', 'paranormal', 'faves', 'favourite', '5-star', 'children-s-literature', 'loved', 'young-adult-lit', 'harry', '5-stars', 'novels', 'urban-fantasy', 'harry-potter-series', 'childrens-books', 'novel', 'favorite-series', 'juvenile', 'youth', 'shelfari-wishlist', 'fantasy-and-sci-fi', 'not-interested', 'other', 'friendship', 'awesome', 'youngadult', 'dragons', 'i-own', 'audiobook', 'audiobooks', 'read-more-than-once', 'ya-fantasy', 'british', 'books', 'mystery', 'ya-fiction', 'young-adult-fiction', 'to-buy', 'to-re-read', 'all-time-favourites', 'contemporary', 'childhood-books', 'potter', 'have', 'home-library', 'fantasy-read', 'young-adult-books', 'part-of-a-series', 'epic-fantasy', 'children-s-fiction', 'amazing', 'absolute-favorites', 'teen-books', 'just-for-fun', 'action-adventure', 'box-sets', 'loved-it', 'done', 'fav-books']"
68,Charles,Nguyen,629,3,229,61124265,9780061124270.0,"['Paulo Coelho', 'Margaret Jull Costa']",1998.0,Veronika decide morrer,eng,3.69,111856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 5217, 'ratings_2': 12725, 'ratings_3': 35174, 'ratings_4': 43885, 'ratings_5': 35190}","['to-read', 'currently-reading', 'philosophy', 'fiction', 'non-fiction', 'favorites', 'classics', 'nonfiction', 'owned', 'spirituality', 'travel', 'abandoned', 'books-i-own', 'psychology', 'memoir', 'literature', 'spiritual', 'religion', 'buddhism', 'unfinished', 'default', 'zen', 'self-help', 'novels', 'classic', 'biography', 'owned-books', 'library', 'to-buy', 'kindle', 'american', 'book-club', 'my-library', 'did-not-finish', 'self-improvement', 'didn-t-finish', 'philosophical', 'audiobook', 'ebook', 'novel', 'life', 'never-finished', 'favourites', 're-read', 'philosophy-religion', 'on-hold', 'gave-up-on', 'american-literature', 'contemporary', 'adventure', '20th-century', 'to-re-read', 'religion-philosophy', 'couldn-t-finish', 'dnf', 'audiobooks', 'partially-read', 'my-books', 'wish-list', 'ebooks', 'inspirational', 'adult', 'memoirs', 'essays', 'own-it', 'audio', 'personal-development', 'i-own', 'audible', 'business', 'autobiography', 'stopped-reading', 'biography-memoir', 'other', 'general-fiction', 'gave-up', 'self', 'all-time-favorites', 'recommended', 'to-read-again', 'religion-spirituality', 'english', 'school', 'general', 'to-reread', 'could-not-finish', 'family', 'modern-classics', 'relationships', 'life-changing', 'motorcycles', 'shelfari-favorites', 'home-library', '1970s', 'eastern', 'values', 'pirsig', 'literary-fiction', 'usa', 'to-read-nonfiction']"
68,Joseph,Frost,50,3,45,60513039,9780060513030.0,['Shel Silverstein'],1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,eng,4.29,1016888,https://images.gr-assets.com/books/1168052448m/30119.jpg,"{'ratings_1': 16590, 'ratings_2': 30792, 'ratings_3': 139024, 'ratings_4': 293222, 'ratings_5': 544153}","['currently-reading', 'young-adult', 'fiction', 'adventure', 'favorites', 'to-read', 'classics', 'ya', 'survival', 'childrens', 'realistic-fiction', 'school', 'childhood', 'children', 'middle-grade', 'children-s', 'children-s-books', 'books-i-own', 'kids', 'read-for-school', 'owned', 'series', 'childhood-favorites', 'newbery', 'classic', 'for-school', 'school-books', 'juvenile', 'childrens-books', 'middle-school', 'kids-books', 'teen', 'childhood-books', 'coming-of-age', 'hatchet', 'youth', 'children-s-lit', 'novels', 'children-s-literature', 'ya-fiction', 'juvenile-fiction', 'newbery-honor', 'read-in-school', 'action-adventure', 'owned-books', 'childhood-reads', 'ya-lit', 'wilderness', 'audiobook', 'canada', 'gary-paulsen', 'library', 'chapter-books', 'young-adult-fiction', 'read-as-a-kid', 'audio', 'contemporary', 'childrens-lit', 'classroom-library', 'default', 'school-reads', 'realistic', 're-read', 'my-books', 'books', 'general-fiction', 'nature', 'contemporary-realistic-fiction', 'newberry', '6th-grade', '5th-grade', 'novel', 'audiobooks', 'ya-books', 'my-childhood', 'elementary-school', 'children-s-fiction', 'action', 'to-re-read', 'read-aloud', 'elementary', 'kid-lit', 'award-winners', 'my-library', 'kid-books', 'shelfari-favorites', 'to-buy', 'childrens-literature', 'childrens-fiction', 'school-reading', 'required-reading', 'i-own', 'young-adult-books', 'borrowed', 'boys', 'young-adult-lit', 'contemporary-fiction', 'middle-grades', 'tween', 'divorce']"
68,Sara,Hobbs,8,3,360,316769177,9780316769170.0,['J.D. Salinger'],1951.0,The Catcher in the Rye,eng,3.79,2044241,https://images.gr-assets.com/books/1398034300m/5107.jpg,"{'ratings_1': 109383, 'ratings_2': 185520, 'ratings_3': 455042, 'ratings_4': 661516, 'ratings_5': 709176}","['to-read', 'favorites', 'fantasy', 'currently-reading', 'harry-potter', 'young-adult', 'fiction', 'magic', 'owned', 'series', 'ya', 'books-i-own', 'j-k-rowling', 'favourites', 'supernatural', 'adventure', 'children', 'children-s-books', 'childrens', 'childhood', 'shelfari-favorites', 'sci-fi-fantasy', 'classics', 'favorite-books', 'novels', 'paranormal', 'witches', 'urban-fantasy', 'to-buy', 'all-time-favorites', 'default', 'my-books', 'teen', 'mystery', 'wizards', 'loved', 'box-sets', 'children-s', 'i-own', '5-stars', 'middle-grade', 'jk-rowling', 'my-favorites', 'youth', 'love', 'not-interested', 'other', 'awesome', 'dragons', 'humor', 'have-read', 're-read', 'ya-fantasy', 'english', 'british', 'books', 'harry-potter-series', 'scifi-fantasy', 'faves', 'favourite', 'read-in-2014', 'contemporary', '5-star', 'science-fiction-fantasy', 'harry', 'have', 'fantasy-read', 'epic-fantasy', 'amazing', 'contemporary-fiction', 'thriller', 'wish-list', 'classic', 'recommended', 'science-fiction', 'action', 'ya-books', 'finished-series', 'pdf', 'funny', 'high-fantasy', 'middle-school', 'movie', 'pre-goodreads', '3', 'children-and-young-adult', 'my-favourites', 'wizard', 'fave-books', 'my-faves', 'watched-its-movie', 'boxset', 'best-series-ever', 'best-books-i-have-ever-read', 'childhood-classic', 'magic-is-real', 'young-adult-fantasy', 'popular-series', 'world-shift', 'imaginative']"
