user_id,user_name,ratings,to_read
62,Mrs. Chelsea May,"[{'book': {'book_id': 701, 'goodreads_book_id': 14942, 'work_id': 841320, 'authors': ['Virginia Woolf', 'Maureen Howard'], 'title': 'Mrs Dalloway', 'isbn': '151009988', 'isbn13': 9780151009980.0, 'language_code': 'en-US', 'average_rating': 3.78, 'ratings_count': 136327, 'image_url': 'https://images.gr-assets.com/books/1479336522m/14942.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 4}, {'book': {'book_id': 572, 'goodreads_book_id': 46756, 'work_id': 3143431, 'authors': ['Margaret Atwood'], 'title': 'Oryx and Crake', 'isbn': '385721676', 'isbn13': 9780385721680.0, 'language_code': 'eng', 'average_rating': 4.0, 'ratings_count': 151500, 'image_url': 'https://images.gr-assets.com/books/1494109986m/46756.jpg', 'tags': [{'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 5}]",
63,Xavier Mora,"[{'book': {'book_id': 1847, 'goodreads_book_id': 29946, 'work_id': 30365, 'authors': ['Richard Bach'], 'title': 'Illusions: The Adventures of a Reluctant Messiah', 'isbn': '99427869', 'isbn13': 9780099427860.0, 'language_code': 'eng', 'average_rating': 4.14, 'ratings_count': 44569, 'image_url': 'https://images.gr-assets.com/books/1353964306m/29946.jpg', 'tags': [{'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 3}, {'book': {'book_id': 85, 'goodreads_book_id': 370493, 'work_id': 30530, 'authors': ['Shel Silverstein'], 'title': 'The Giving Tree', 'isbn': '60256656', 'isbn13': 9780060256650.0, 'language_code': 'eng', 'average_rating': 4.38, 'ratings_count': 702332, 'image_url': 'https://images.gr-assets.com/books/1174210942m/370493.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 4}]",
65,John Thompson,"[{'book': {'book_id': 1364, 'goodreads_book_id': 17876, 'work_id': 19376, 'authors': ['Fyodor Dostoyevsky', 'Andrew R. MacAndrew', 'Ben Marcus'], 'title': 'Записки из подполья', 'isbn': '451529553', 'isbn13': 9780451529560.0, 'language_code': 'eng', 'average_rating': 4.17, 'ratings_count': 65900, 'image_url': 'https://images.gr-assets.com/books/1411241656m/17876.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 4}, {'book': {'book_id': 32, 'goodreads_book_id': 890, 'work_id': 40283, 'authors': ['John Steinbeck'], 'title': 'Of Mice and Men ', 'isbn': '142000671', 'isbn13': 9780142000670.0, 'language_code': 'eng', 'average_rating': 3.84, 'ratings_count': 1467496, 'image_url': 'https://images.gr-assets.com/books/1437235233m/890.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 30574, 'tag_name': 'to-read'}]}, 'rating': 4}]","[{'book': {'book_id': 4369, 'goodreads_book_id': 3717, 'work_id': 382865, 'authors': ['Chuck Palahniuk'], 'title': 'Stranger Than Fiction: True Stories', 'isbn': '385722222', 'isbn13': 9780385722220.0, 'language_code': 'eng', 'average_rating': 3.56, 'ratings_count': 18091, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 10891, 'tag_name': 'essays'}]}}, {'book': {'book_id': 4369, 'goodreads_book_id': 3717, 'work_id': 382865, 'authors': ['Chuck Palahniuk'], 'title': 'Stranger Than Fiction: True Stories', 'isbn': '385722222', 'isbn13': 9780385722220.0, 'language_code': 'eng', 'average_rating': 3.56, 'ratings_count': 18091, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 10891, 'tag_name': 'essays'}]}}]"
66,Wendy Sanchez,"[{'book': {'book_id': 7683, 'goodreads_book_id': 98, 'work_id': 4462, 'authors': ['Heidi Murkoff', 'Sharon Mazel', 'Heidi Murkoff', 'Arlene Eisenberg', 'Sandee Hathaway', 'Mark D. Widome'], 'title': 'What to Expect the First Year', 'isbn': '761129588', 'isbn13': 9780761129580.0, 'language_code': 'eng', 'average_rating': 3.86, 'ratings_count': 10807, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 5}, {'book': {'book_id': 209, 'goodreads_book_id': 23807, 'work_id': 22533, 'authors': ['Thomas Harris'], 'title': 'The Silence of the Lambs', 'isbn': '99446782', 'isbn13': 9780099446780.0, 'language_code': 'eng', 'average_rating': 4.14, 'ratings_count': 351107, 'image_url': 'https://images.gr-assets.com/books/1390426249m/23807.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14821, 'tag_name': 'horror'}]}, 'rating': 3}]","[{'book': {'book_id': 744, 'goodreads_book_id': 6708, 'work_id': 840520, 'authors': ['Eckhart Tolle'], 'title': 'The Power of Now', 'isbn': '1577314808', 'isbn13': 9781577314810.0, 'language_code': 'eng', 'average_rating': 4.1, 'ratings_count': 104549, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 28384, 'tag_name': 'spirituality'}]}}, {'book': {'book_id': 744, 'goodreads_book_id': 6708, 'work_id': 840520, 'authors': ['Eckhart Tolle'], 'title': 'The Power of Now', 'isbn': '1577314808', 'isbn13': 9781577314810.0, 'language_code': 'eng', 'average_rating': 4.1, 'ratings_count': 104549, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 28384, 'tag_name': 'spirituality'}]}}]"
68,Hannah Hardy,"[{'book': {'book_id': 50, 'goodreads_book_id': 30119, 'work_id': 30518, 'authors': ['Shel Silverstein'], 'title': 'Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein', 'isbn': '60513039', 'isbn13': 9780060513030.0, 'language_code': 'eng', 'average_rating': 4.29, 'ratings_count': 1016888, 'image_url': 'https://images.gr-assets.com/books/1168052448m/30119.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 23831, 'tag_name': 'poetry'}]}, 'rating': 3}, {'book': {'book_id': 4902, 'goodreads_book_id': 74256, 'work_id': 123908, 'authors': ['René Goscinny', 'Jean-Jacques Sempé'], 'title': 'Le Petit Nicolas', 'isbn': '2070364232', 'isbn13': 9782070364240.0, 'language_code': 'fre', 'average_rating': 4.13, 'ratings_count': 24796, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 12553, 'tag_name': 'french'}]}, 'rating': 4}]",
69,Paul Palmer,"[{'book': {'book_id': 239, 'goodreads_book_id': 8908, 'work_id': 817, 'authors': ['Max Brooks'], 'title': 'World War Z: An Oral History of the Zombie War', 'isbn': '307346609', 'isbn13': 9780307346600.0, 'language_code': 'en-US', 'average_rating': 4.01, 'ratings_count': 312969, 'image_url': 'https://images.gr-assets.com/books/1386328204m/8908.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14821, 'tag_name': 'horror'}]}, 'rating': 2}, {'book': {'book_id': 1056, 'goodreads_book_id': 535441, 'work_id': 818, 'authors': ['Max Brooks'], 'title': 'The Zombie Survival Guide: Complete Protection from the Living Dead', 'isbn': '1400049628', 'isbn13': 9781400049620.0, 'language_code': 'eng', 'average_rating': 3.86, 'ratings_count': 82535, 'image_url': 'https://images.gr-assets.com/books/1320562270m/535441.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 4}]","[{'book': {'book_id': 2156, 'goodreads_book_id': 77507, 'work_id': 40712, 'authors': ['Kim Stanley Robinson'], 'title': 'Red Mars', 'isbn': '553560735', 'isbn13': 9780553560730.0, 'language_code': 'en-US', 'average_rating': 3.84, 'ratings_count': 46121, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 2156, 'goodreads_book_id': 77507, 'work_id': 40712, 'authors': ['Kim Stanley Robinson'], 'title': 'Red Mars', 'isbn': '553560735', 'isbn13': 9780553560730.0, 'language_code': 'en-US', 'average_rating': 3.84, 'ratings_count': 46121, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
70,Jay Estrada,"[{'book': {'book_id': 270, 'goodreads_book_id': 12873, 'work_id': 46663, 'authors': ['Daphne du Maurier', 'Sally Beauman'], 'title': 'Rebecca', 'isbn': '1844080382', 'isbn13': 9781844080380.0, 'language_code': 'en-US', 'average_rating': 4.2, 'ratings_count': 177384, 'image_url': 'https://images.gr-assets.com/books/1327871977m/12873.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7457, 'tag_name': 'classics'}]}, 'rating': 4}, {'book': {'book_id': 597, 'goodreads_book_id': 3836, 'work_id': 121842, 'authors': ['Miguel de Cervantes Saavedra', 'Roberto González Echevarría', 'John Rutherford'], 'title': 'Don Quijote de La Mancha', 'isbn': '142437239', 'isbn13': 9780142437230.0, 'language_code': 'eng', 'average_rating': 3.85, 'ratings_count': 134931, 'image_url': 'https://images.gr-assets.com/books/1364958765m/3836.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 5}]","[{'book': {'book_id': 2727, 'goodreads_book_id': 3873, 'work_id': 2011826, 'authors': ['Karen Armstrong'], 'title': 'A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam', 'isbn': '517223120', 'isbn13': 9780517223120.0, 'language_code': 'eng', 'average_rating': 3.85, 'ratings_count': 32506, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 25647, 'tag_name': 'religion'}]}}, {'book': {'book_id': 2727, 'goodreads_book_id': 3873, 'work_id': 2011826, 'authors': ['Karen Armstrong'], 'title': 'A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam', 'isbn': '517223120', 'isbn13': 9780517223120.0, 'language_code': 'eng', 'average_rating': 3.85, 'ratings_count': 32506, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 25647, 'tag_name': 'religion'}]}}]"
72,Joseph Cummings,"[{'book': {'book_id': 1714, 'goodreads_book_id': 12557, 'work_id': 1131637, 'authors': ['Amy Tan'], 'title': ""The Kitchen God's Wife"", 'isbn': '143038109', 'isbn13': 9780143038110.0, 'language_code': 'en-US', 'average_rating': 3.98, 'ratings_count': 58836, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 5}, {'book': {'book_id': 1159, 'goodreads_book_id': 77163, 'work_id': 1253009, 'authors': ['Ursula Hegi'], 'title': 'Stones from the River', 'isbn': '068484477X', 'isbn13': 9780684844770.0, 'language_code': 'en-GB', 'average_rating': 4.07, 'ratings_count': 80056, 'image_url': 'https://images.gr-assets.com/books/1366513909m/77163.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}]}, 'rating': 5}]","[{'book': {'book_id': 1923, 'goodreads_book_id': 4143, 'work_id': 731, 'authors': ['David Sedaris'], 'title': 'Barrel Fever: Stories and Essays', 'isbn': '316779423', 'isbn13': 9780316779420.0, 'language_code': 'en-US', 'average_rating': 3.78, 'ratings_count': 44679, 'image_url': 'https://images.gr-assets.com/books/1453273003m/4143.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15048, 'tag_name': 'humor'}]}}, {'book': {'book_id': 1923, 'goodreads_book_id': 4143, 'work_id': 731, 'authors': ['David Sedaris'], 'title': 'Barrel Fever: Stories and Essays', 'isbn': '316779423', 'isbn13': 9780316779420.0, 'language_code': 'en-US', 'average_rating': 3.78, 'ratings_count': 44679, 'image_url': 'https://images.gr-assets.com/books/1453273003m/4143.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15048, 'tag_name': 'humor'}]}}]"
73,Jeffrey Bell,"[{'book': {'book_id': 1571, 'goodreads_book_id': 7437, 'work_id': 4055, 'authors': ['William S. Burroughs', 'James Grauerholz', 'Barry  Miles'], 'title': 'The Naked Lunch', 'isbn': '802140181', 'isbn13': 9780802140180.0, 'language_code': 'en-US', 'average_rating': 3.46, 'ratings_count': 55473, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 4}, {'book': {'book_id': 621, 'goodreads_book_id': 37732, 'work_id': 4121, 'authors': ['Judy Blume'], 'title': ""Are You There God? It's Me, Margaret"", 'isbn': '689841582', 'isbn13': 9780689841580.0, 'language_code': 'eng', 'average_rating': 3.89, 'ratings_count': 151789, 'image_url': 'https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 33114, 'tag_name': 'young-adult'}]}, 'rating': 4}]","[{'book': {'book_id': 205, 'goodreads_book_id': 43763, 'work_id': 873132, 'authors': ['Anne Rice'], 'title': 'Interview with the Vampire', 'isbn': '345476875', 'isbn13': 9780345476880.0, 'language_code': 'eng', 'average_rating': 3.97, 'ratings_count': 372566, 'image_url': 'https://images.gr-assets.com/books/1380631642m/43763.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11305, 'tag_name': 'fantasy'}]}}, {'book': {'book_id': 205, 'goodreads_book_id': 43763, 'work_id': 873132, 'authors': ['Anne Rice'], 'title': 'Interview with the Vampire', 'isbn': '345476875', 'isbn13': 9780345476880.0, 'language_code': 'eng', 'average_rating': 3.97, 'ratings_count': 372566, 'image_url': 'https://images.gr-assets.com/books/1380631642m/43763.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11305, 'tag_name': 'fantasy'}]}}]"
74,David Morgan,"[{'book': {'book_id': 3009, 'goodreads_book_id': 81922, 'work_id': 42235, 'authors': ['Robert T. Kiyosaki', 'Sharon L. Lechter'], 'title': ""Cashflow Quadrant: Rich Dad's Guide to Financial Freedom"", 'isbn': '446677477', 'isbn13': 9780446677480.0, 'language_code': 'vie', 'average_rating': 4.05, 'ratings_count': 24907, 'image_url': 'https://images.gr-assets.com/books/1483023081m/81922.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 5951, 'tag_name': 'business'}]}, 'rating': 5}, {'book': {'book_id': 8882, 'goodreads_book_id': 300905, 'work_id': 156507, 'authors': ['عباس معروفی'], 'title': ' سمفونی مردگان', 'isbn': '9643113442', 'isbn13': 9789643113440.0, 'language_code': 'per', 'average_rating': 4.08, 'ratings_count': 6980, 'image_url': 'https://images.gr-assets.com/books/1333982726m/300905.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 5}]",
75,Joshua Castillo,"[{'book': {'book_id': 378, 'goodreads_book_id': 33917, 'work_id': 16171, 'authors': ['Jhumpa Lahiri'], 'title': 'The Namesake', 'isbn': '618485228', 'isbn13': 9780618485220.0, 'language_code': 'en-US', 'average_rating': 3.96, 'ratings_count': 184211, 'image_url': 'https://images.gr-assets.com/books/1480106986m/33917.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15453, 'tag_name': 'india'}]}, 'rating': 4}, {'book': {'book_id': 476, 'goodreads_book_id': 7069, 'work_id': 1028204, 'authors': ['John Irving'], 'title': 'The World According to Garp', 'isbn': '345915593', 'isbn13': 9780345915600.0, 'language_code': 'eng', 'average_rating': 4.07, 'ratings_count': 167106, 'image_url': 'https://images.gr-assets.com/books/1447234581m/7069.jpg', 'tags': [{'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 3}]","[{'book': {'book_id': 1005, 'goodreads_book_id': 3711, 'work_id': 7480, 'authors': ['Zadie Smith'], 'title': 'White Teeth', 'isbn': '375703861', 'isbn13': 9780375703870.0, 'language_code': 'en-US', 'average_rating': 3.75, 'ratings_count': 82474, 'image_url': 'https://images.gr-assets.com/books/1374739885m/3711.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}, {'book': {'book_id': 1005, 'goodreads_book_id': 3711, 'work_id': 7480, 'authors': ['Zadie Smith'], 'title': 'White Teeth', 'isbn': '375703861', 'isbn13': 9780375703870.0, 'language_code': 'en-US', 'average_rating': 3.75, 'ratings_count': 82474, 'image_url': 'https://images.gr-assets.com/books/1374739885m/3711.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}]"
76,Rachel Avila,"[{'book': {'book_id': 92, 'goodreads_book_id': 1202, 'work_id': 5397, 'authors': ['Steven D. Levitt', 'Stephen J. Dubner'], 'title': 'Freakonomics: A Rogue Economist Explores the Hidden Side of Everything', 'isbn': '61234001', 'isbn13': 9780061234000.0, 'language_code': 'en-US', 'average_rating': 3.93, 'ratings_count': 524191, 'image_url': 'https://images.gr-assets.com/books/1327909092m/1202.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 21773, 'tag_name': 'nonfiction'}]}, 'rating': 3}, {'book': {'book_id': 270, 'goodreads_book_id': 12873, 'work_id': 46663, 'authors': ['Daphne du Maurier', 'Sally Beauman'], 'title': 'Rebecca', 'isbn': '1844080382', 'isbn13': 9781844080380.0, 'language_code': 'en-US', 'average_rating': 4.2, 'ratings_count': 177384, 'image_url': 'https://images.gr-assets.com/books/1327871977m/12873.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7457, 'tag_name': 'classics'}]}, 'rating': 4}]","[{'book': {'book_id': 2284, 'goodreads_book_id': 95186, 'work_id': 563837, 'authors': ['Kiran Desai'], 'title': 'The Inheritance of Loss', 'isbn': '802142818', 'isbn13': 9780802142820.0, 'language_code': 'eng', 'average_rating': 3.41, 'ratings_count': 37967, 'image_url': 'https://images.gr-assets.com/books/1327909065m/95186.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 2284, 'goodreads_book_id': 95186, 'work_id': 563837, 'authors': ['Kiran Desai'], 'title': 'The Inheritance of Loss', 'isbn': '802142818', 'isbn13': 9780802142820.0, 'language_code': 'eng', 'average_rating': 3.41, 'ratings_count': 37967, 'image_url': 'https://images.gr-assets.com/books/1327909065m/95186.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
77,Julia Rocha,"[{'book': {'book_id': 597, 'goodreads_book_id': 3836, 'work_id': 121842, 'authors': ['Miguel de Cervantes Saavedra', 'Roberto González Echevarría', 'John Rutherford'], 'title': 'Don Quijote de La Mancha', 'isbn': '142437239', 'isbn13': 9780142437230.0, 'language_code': 'eng', 'average_rating': 3.85, 'ratings_count': 134931, 'image_url': 'https://images.gr-assets.com/books/1364958765m/3836.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}, 'rating': 4}, {'book': {'book_id': 1113, 'goodreads_book_id': 51893, 'work_id': 196327, 'authors': ['Friedrich Nietzsche', 'Walter Kaufmann'], 'title': 'Also sprach Zarathustra', 'isbn': '140047484', 'isbn13': 9780140047490.0, 'language_code': 'eng', 'average_rating': 4.05, 'ratings_count': 65362, 'image_url': 'https://images.gr-assets.com/books/1480901846m/51893.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7457, 'tag_name': 'classics'}]}, 'rating': 5}]",
78,Corey Mercer,"[{'book': {'book_id': 512, 'goodreads_book_id': 23919, 'work_id': 30431, 'authors': ['Edgar Allan Poe'], 'title': 'The Complete Tales of Edgar Allan Poe', 'isbn': '385074077', 'isbn13': 9780385074070.0, 'language_code': 'en-US', 'average_rating': 4.37, 'ratings_count': 160063, 'image_url': 'https://images.gr-assets.com/books/1327942676m/23919.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 3}, {'book': {'book_id': 6011, 'goodreads_book_id': 5548, 'work_id': 54737, 'authors': ['Richard Feynman'], 'title': 'What Do You Care What Other People Think? Further Adventures of a Curious Character', 'isbn': '393320928', 'isbn13': 9780393320920.0, 'language_code': 'eng', 'average_rating': 4.28, 'ratings_count': 14948, 'image_url': 'https://images.gr-assets.com/books/1297913068m/5548.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26816, 'tag_name': 'science'}]}, 'rating': 2}]","[{'book': {'book_id': 3581, 'goodreads_book_id': 415, 'work_id': 866393, 'authors': ['Thomas Pynchon'], 'title': ""Gravity's Rainbow"", 'isbn': '143039946', 'isbn13': 9780143039940.0, 'language_code': 'eng', 'average_rating': 4.03, 'ratings_count': 24990, 'image_url': 'https://images.gr-assets.com/books/1414969925m/415.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}, {'book': {'book_id': 3581, 'goodreads_book_id': 415, 'work_id': 866393, 'authors': ['Thomas Pynchon'], 'title': ""Gravity's Rainbow"", 'isbn': '143039946', 'isbn13': 9780143039940.0, 'language_code': 'eng', 'average_rating': 4.03, 'ratings_count': 24990, 'image_url': 'https://images.gr-assets.com/books/1414969925m/415.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}]}}]"
80,Mr. Jerome Rose,"[{'book': {'book_id': 8946, 'goodreads_book_id': 46292, 'work_id': 45423, 'authors': ['Hafez'], 'title': 'دیوان\u200e\u200e [Dīvān]', 'isbn': '9646534783', 'isbn13': 9789646534780.0, 'language_code': 'eng', 'average_rating': 4.63, 'ratings_count': 2773, 'image_url': 'https://images.gr-assets.com/books/1327770153m/46292.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 23812, 'tag_name': 'poem'}]}, 'rating': 3}, {'book': {'book_id': 8882, 'goodreads_book_id': 300905, 'work_id': 156507, 'authors': ['عباس معروفی'], 'title': ' سمفونی مردگان', 'isbn': '9643113442', 'isbn13': 9789643113440.0, 'language_code': 'per', 'average_rating': 4.08, 'ratings_count': 6980, 'image_url': 'https://images.gr-assets.com/books/1333982726m/300905.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 3}]",
83,Alexander Brown,"[{'book': {'book_id': 13, 'goodreads_book_id': 5470, 'work_id': 153313, 'authors': ['George Orwell', 'Erich Fromm', 'Celâl Üster'], 'title': 'Nineteen Eighty-Four', 'isbn': '451524934', 'isbn13': 9780451524940.0, 'language_code': 'eng', 'average_rating': 4.14, 'ratings_count': 1956832, 'image_url': 'https://images.gr-assets.com/books/1348990566m/5470.jpg', 'tags': [{'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}]}, 'rating': 4}, {'book': {'book_id': 5, 'goodreads_book_id': 4671, 'work_id': 245494, 'authors': ['F. Scott Fitzgerald'], 'title': 'The Great Gatsby', 'isbn': '743273567', 'isbn13': 9780743273560.0, 'language_code': 'eng', 'average_rating': 3.89, 'ratings_count': 2683664, 'image_url': 'https://images.gr-assets.com/books/1490528560m/4671.jpg', 'tags': [{'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 11557, 'tag_name': 'favorites'}]}, 'rating': 4}]","[{'book': {'book_id': 1723, 'goodreads_book_id': 11710373, 'work_id': 16657990, 'authors': ['Diana Gabaldon'], 'title': ""Written in My Own Heart's Blood"", 'isbn': '385344430', 'isbn13': 9780385344430.0, 'language_code': 'eng', 'average_rating': 4.5, 'ratings_count': 46663, 'image_url': 'https://images.gr-assets.com/books/1365173799m/11710373.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}, {'book': {'book_id': 1723, 'goodreads_book_id': 11710373, 'work_id': 16657990, 'authors': ['Diana Gabaldon'], 'title': ""Written in My Own Heart's Blood"", 'isbn': '385344430', 'isbn13': 9780385344430.0, 'language_code': 'eng', 'average_rating': 4.5, 'ratings_count': 46663, 'image_url': 'https://images.gr-assets.com/books/1365173799m/11710373.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}}]"
85,Adam Hall MD,"[{'book': {'book_id': 495, 'goodreads_book_id': 4953, 'work_id': 42857, 'authors': ['Dave Eggers'], 'title': 'A Heartbreaking Work of Staggering Genius', 'isbn': '375725784', 'isbn13': 9780375725780.0, 'language_code': 'eng', 'average_rating': 3.68, 'ratings_count': 145459, 'image_url': 'https://images.gr-assets.com/books/1327714834m/4953.jpg', 'tags': [{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]}, 'rating': 4}, {'book': {'book_id': 13, 'goodreads_book_id': 5470, 'work_id': 153313, 'authors': ['George Orwell', 'Erich Fromm', 'Celâl Üster'], 'title': 'Nineteen Eighty-Four', 'isbn': '451524934', 'isbn13': 9780451524940.0, 'language_code': 'eng', 'average_rating': 4.14, 'ratings_count': 1956832, 'image_url': 'https://images.gr-assets.com/books/1348990566m/5470.jpg', 'tags': [{'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}]}, 'rating': 5}]",
